hospital,procedure_name,code_type,code,description,setting,display_price,display_price_type,gross_price,cash_price,negotiated_price,negotiated_min,negotiated_max,payer_name,plan_name,data_quality_flag,user_relevance_flag,user_relevance_reason,source_url,evidence_source
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,7503.89,4877.53,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,,,19539.84,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,1440.95,936.62,19539.84,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,1440.95,936.62,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,1440.95,936.62,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,1440.95,936.62,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,1440.95,936.62,29009.34,19539.84,29009.34,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,,,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,6099.75,3964.84,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,6099.75,3964.84,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,6099.75,3964.84,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,6099.75,3964.84,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,6099.75,3964.84,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,,,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,,,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,,,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,6099.75,3964.84,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,6099.75,3964.84,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,6099.75,3964.84,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,,,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,8681.23,5642.8,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,8681.23,5642.8,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,8681.23,5642.8,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,7503.89,4877.53,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,7503.89,4877.53,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,7503.89,4877.53,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,37207.0,24184.55,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,37207.0,24184.55,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,34209.93,negotiated,37207.0,24184.55,34209.93,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Grouper - 6,outpatient,28632.25,negotiated,,,28632.25,19539.84,34209.93,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
